:Product: Daily Geomagnetic Data     quar_DGD.txt
:Issued: 2130 UT 07 Oct 2021
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             Current Quarter Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2021 07 23     3  0 0 1 1 2 1 1 1     3  0 1 1 2 2 0 1 0     4  1 1 1 1 1 1 1 2
2021 07 24     5  0 2 1 2 3 1 1 1     4  0 2 1 3 2 1 0 0     4  1 2 1 2 1 1 0 1
2021 07 25     5  0 0 1 2 3 2 2 1     1  0 0 1 0 1 0 0 1     3  0 1 1 1 1 0 1 1
2021 07 26     4  1 1 1 1 2 1 1 1     2  1 0 1 0 0 0 1 1     4  1 1 1 1 1 0 1 1
2021 07 27     6  1 0 1 2 2 1 2 3     1  0 0 0 1 0 0 0 2     6  1 1 1 2 1 1 1 3
2021 07 28    13  3 3 2 3 3 3 3 1    13  3 3 4 2 2 3 2 2    13  4 3 3 3 2 3 3 2
2021 07 29    12  2 3 3 3 3 2 2 3    12  1 3 3 3 3 4 1 1     8  2 3 2 2 2 1 1 2
2021 07 30     6  1 1 2 2 2 1 2 2     7  1 1 3 4 1 0 1 1     6  1 2 2 2 2 1 1 2
2021 07 31     6  3 1 1 1 2 1 2 1     7  2 2 1 3 3 1 1 0     6  2 2 2 2 2 1 2 1
2021 08 01     4  2 0 0 1 2 1 2 1     2  1 0 0 0 1 1 1 0     4  2 1 0 1 1 1 1 1
2021 08 02    15  1 0 1 3 4 3 4 4    17  1 0 0 2 3 5 5 3    17  1 1 0 2 3 4 5 4
2021 08 03    13  4 3 3 4 2 1 1 2    24  3 3 5 6 4 2 1 0    10  4 2 3 3 2 1 1 2
2021 08 04     5  2 1 2 2 2 1 1 1     6  2 2 1 4 0 1 0 0     5  2 2 2 1 1 1 0 0
2021 08 05     3  0 0 0 2 2 2 1 0     0  0 0 0 0 0 1 0 0     3  0 0 0 0 1 1 1 0
2021 08 06     9  1 2 2 2 3 2 2 3     8  1 2 3 2 3 2 1 1     7  1 2 1 1 2 2 2 3
2021 08 07     9  2 2 2 3 3 2 2 2    22  3 4 3 4 4 5 2 2    11  3 3 2 3 3 2 2 2
2021 08 08     6  2 1 1 1 3 2 1 2     4  2 1 0 0 3 1 1 0     5  2 1 1 1 2 1 1 2
2021 08 09     6  1 1 3 2 2 1 1 1     4  0 0 3 2 1 0 1 0     5  1 1 2 2 1 0 1 1
2021 08 10     9  2 2 1 2 4 1 2 2     8  2 2 1 0 4 2 2 1     7  2 2 2 2 3 1 1 2
2021 08 11     7  2 3 2 1 2 2 1 1     4  2 2 2 2 1 0 0 0     6  3 2 2 1 1 1 1 1
2021 08 12     6  0 1 1 2 3 2 1 2     1  0 1 0 0 0 1 0 1     4  1 1 1 1 1 1 1 2
2021 08 13     9  2 2 3 3 3 2 1 1     9  2 1 2 5 0 1 0 0     6  2 2 2 3 1 1 1 1
2021 08 14     4  1 1 1 2 2 1 1 1     3  1 0 2 2 0 1 0 0     5  1 1 2 1 1 1 1 1
2021 08 15    13  2 3 4 2 3 2 2 3    16  2 1 4 5 3 2 1 3    10  3 2 3 2 2 2 2 3
2021 08 16     8  3 3 1 2 2 1 1 2    13  3 1 2 4 4 3 1 1     7  3 3 1 1 2 1 1 2
2021 08 17     7  1 1 1 3 3 1 1 2     6  2 0 0 4 2 1 0 1     5  1 1 1 3 2 1 0 2
2021 08 18     6  3 2 0 1 3 1 2 0     7  2 3 0 2 3 3 0 0     6  3 2 1 1 2 1 1 0
2021 08 19     5  0 1 1 1 3 1 1 2    11  0 0 0 4 4 4 1 1     4  0 1 1 2 2 1 1 1
2021 08 20     6  0 1 3 2 2 2 2 0    19  0 2 3 4 5 5 2 0     5  0 1 2 2 2 2 1 0
2021 08 21     4  0 0 2 2 2 2 1 0     2  0 0 1 1 1 1 0 0     3  0 0 1 1 2 1 1 0
2021 08 22     4  1 1 1 2 2 1 1 0     0  1 0 0 0 0 0 0 0     3  1 1 1 1 1 1 0 0
2021 08 23     8  0 1 1 1 2 2 3 4     1  0 1 1 0 0 0 0 0     4  0 1 1 1 1 1 1 2
2021 08 24     5  0 1 1 2 2 2 2 2     6  1 1 1 4 2 0 1 1     5  0 1 1 2 1 1 2 2
2021 08 25     8  2 3 3 2 2 2 1 1    19  2 4 4 5 4 2 1 1     9  2 3 3 2 2 2 1 1
2021 08 26     6  2 2 2 2 2 1 2 0     9  1 1 2 5 2 0 1 1     6  2 2 2 2 1 1 1 1
2021 08 27    19  3 1 3 3 5 2 3 4    41  2 0 3-1 6 6 6 4    19  3 1 3 3 4 4 4 4
2021 08 28    17  5 3 4 3 3 2 1 1    17  3 3 4 5 3 3 0 0    14  5 3 4 3 2 2 1 1
2021 08 29     9  2 2 1 2 2 2 3 3     5  1 2 1 1 1 2 2 1     8  2 2 1 1 1 2 3 3
2021 08 30     9  2 3 3 2 2 1 2 2     8  1 2 1 4 3 1 1 1     7  1 3 2 2 2 1 1 3
2021 08 31     9  3 3 3 1 2 2 1 1     8  2 2 3 3 3 1 0 0     7  3 3 2 1 1 1 0 2
2021 09 01     6  2 2 2 2 2 1 1 1    12  1 1 3 5 3 3 0 0     5  2 1 1 2 1 1 0 0
2021 09 02     3  1 0 0 1 2 1 1 1     5  0 1 0 3 3 1 1 0     4  1 1 1 1 2 1 1 0
2021 09 03     6  0 1 2 3 2 2 1 2    20  1 1 3 6 5 2 0 1     6  1 1 2 3 2 2 1 2
2021 09 04     5  1 1 2 1 2 2 1 2     6  1 1 2 4 2 0 0 1     5  2 1 2 2 1 1 1 2
2021 09 05     8  2 3 2 2 3 1 1 1    10  1 1 2 3 5 1 0 0     6  2 3 1 2 2 1 0 1
2021 09 06     8  2 3 1 2 3 2 1 2     3  1 1 0 2 1 2 0 1     6  2 3 1 2 1 1 1 2
2021 09 07    10  0 1 2 3 2 1 3 4     7  1 0 3 4 1 0 2 1     8  1 1 2 3 2 2 3 3
2021 09 08    14  4 2 3 4 3 2 2 1    33  2 2 6 6 6 1 1 1    14  4 2 3 4 3 2 2 1
2021 09 09     7  1 2 1 2 2 2 3 2     3  0 1 2 2 1 0 0 1     6  1 2 2 2 1 1 1 2
2021 09 10     9  1 2 2 2 2 2 2 4     6  1 3 3 0 0 1 1 2     9  1 2 2 1 1 1 3 4
2021 09 11     8  4 0 1 1 2 2 2 2     5  3 1 1 1 2 0 1 1     7  3 1 2 1 1 1 2 2
2021 09 12     6  1 1 2 2 2 2 1 2    14  0 1 2 5 5 1 1 1     6  1 1 2 2 2 2 1 2
2021 09 13     7  1 1 3 1 3 2 1 2    13  0 0 3 5 4 2 1 2     9  1 1 3 2 3 2 1 3
2021 09 14     5  2 0 1 2 2 2 2 0     8  1 0 2 3 4 1 2 1     6  2 0 2 2 2 2 2 1
2021 09 15     6  1 2 2 2 2 1 1 2    12 -1 3 3 4 3 1 1 1     6  2 2 2 2 1 1 1 2
2021 09 16     3  0 1 1 1 2 1 1 1     9  2 3 3 3 2 1 0 2     3  1 2 1 0 1 1 1 1
2021 09 17    19  2 3 1 3 2 2 5 5    32  2 3 3 6 6 3 3 4    24  2 4 1 4 2 3 5 5
2021 09 18    14  3 4 4 3 3 1 1 1    16  2 4 4 5 3 1 0 0    11  3 4 3 3 2 1 0 1
2021 09 19     2  1 0 0 1 2 1 1 0     5  1 2 3 3 1 0 0 0     3  1 0 0 1 1 0 1 0
2021 09 20     4  1 0 0 2 2 2 1 1     3  1 1 2 2 1 0 0 1     3  1 1 0 1 1 1 0 1
2021 09 21     6  2 0 1 1 2 2 2 3     6  1 1 1 1 2 3 2 2     8  3 0 1 1 1 3 2 3
2021 09 22    11  3 2 4 3 2 2 1 2    24  3 2 6 5 4 3 0 1    12  4 2 4 3 1 1 1 2
2021 09 23    10  2 3 4 2 2 2 2 1    16  1 2 5 5 3 1 1 0    11  3 3 4 2 2 2 2 1
2021 09 24     6  2 2 2 1 1 3 1 1     8  2 2 3 1 1 3 2 1     8  3 2 2 1 1 3 1 1
2021 09 25     7  2 2 2 2 2 1 2 2     9  2 2 3 4 1 1 1 1     7  2 3 2 2 1 1 1 2
2021 09 26     2  0 0 0 1 1 1 1 0     1  0 0 1 0 0 0 0 1     3  1 0 0 1 0 0 1 1
2021 09 27     6  2 2 1 1 2 2 1 2     5  2 1 0 3 1 0 1 2     7  3 2 2 1 1 2 1 3
2021 09 28     9  1 2 2 2 2 2 3 3    12  1 1 2 5 2 3 2 1    10  2 2 2 3 2 2 3 3
2021 09 29     4  0 0 1 2 2 1 2 2     7  0 0 0 3 4 2 1 1     5  1 0 1 2 2 1 2 1
2021 09 30     6  1 1 1 2 1 2 3 2     6  2 0 1 1 1 2 3 2     5  2 1 1 1 1 2 4 3
